customer_id,fico_score,loan_amount,tenure_months,state,plan_type,monthly_income,date_issued,loan_status,loan_status_flag,credit_utilization,has_bankruptcy
1078,665.0,40372.0,12,MI,Business,5494.17,2023-04-10,Current,0,0.86,1
1079,685.0,33344.0,6,IL,Family,6060.98,2023-03-24,Current,0,0.18,0
1080,581.0,44781.0,24,WA,Business,1850.26,2023-08-06,Current,0,0.64,0
1081,669.0,20064.0,6,CA,Individual,2532.61,2023-08-25,Current,0,0.62,0
1082,698.0,31359.0,12,WA,Family,5504.66,2023-05-05,Current,0,0.48,0
1083,754.0,30845.0,6,IL,Individual,5678.28,2023-07-20,Current,0,0.85,0
1084,654.0,19307.0,6,TX,Family,3018.71,2023-01-02,Current,0,0.95,0
1085,640.0,39563.0,6,MI,Individual,3851.87,2023-03-03,Current,0,0.52,0
1086,655.0,53247.0,6,MI,Family,1327.02,2023-01-20,Current,0,0.51,0
1087,726.0,29830.0,24,MI,Family,7754.53,2023-07-29,Current,0,0.55,0
1088,696.0,35050.0,24,MI,Family,2400.25,2023-12-12,Current,0,0.75,0
1089,654.0,30845.0,12,CA,Business,6084.52,2023-06-29,Current,0,0.7,0
1090,706.0,22864.0,24,NY,Individual,4930.08,2023-03-03,Current,0,0.3,0
1091,685.0,11792.0,12,IL,Family,7579.19,2023-09-30,Current,0,0.16,1
1092,728.0,22942.0,12,TX,Family,3415.49,2023-10-22,Current,0,0.95,0
1093,645.0,16080.0,6,IL,Individual,5122.51,2023-08-29,Current,0,0.33,0
1094,664.0,47041.0,24,FL,Individual,1603.15,2023-09-08,Current,0,0.67,1
1095,660.0,28849.0,12,FL,Family,1122.95,2023-01-10,Current,0,0.85,0
1096,607.0,26541.0,24,FL,Individual,6192.67,2023-07-06,Current,0,0.37,1
1097,695.0,38892.0,24,NY,Business,1429.95,2023-04-20,Default,1,0.67,0
1098,693.0,18782.0,12,WA,Business,4543.56,2023-01-28,Current,0,0.2,0
1099,680.0,22331.0,24,CA,Family,7022.59,2023-03-02,Current,0,0.97,0
1100,668.0,30681.0,36,MI,Family,6493.37,2023-02-27,Current,0,0.15,0
1101,609.0,40288.0,12,NY,Family,3670.83,2023-10-27,Current,0,0.49,0
1102,659.0,35017.0,12,NC,Family,1822.99,2023-12-05,Current,0,0.58,0
1103,663.0,32483.0,24,TX,Family,6018.99,2023-09-09,Current,0,0.81,0
1104,640.0,30781.0,24,TX,Individual,7684.51,2023-09-13,Current,0,0.21,0
1105,672.0,34002.0,6,FL,Family,3675.52,2023-05-25,Current,0,0.5,0
1106,700.0,32017.0,12,NC,Individual,3393.37,2023-03-20,Current,0,0.37,0
1107,774.0,19700.0,12,CA,Individual,3950.2,2023-12-07,Current,0,0.38,0
1108,689.0,30461.0,12,FL,Business,6143.22,2023-10-21,Current,0,0.8,0
1109,693.0,19263.0,6,TX,Business,7457.04,2023-10-13,Current,0,0.1,0
1110,676.0,30811.0,36,TX,Family,2520.79,2023-10-15,Current,0,0.77,0
1111,584.0,25194.0,24,MI,Individual,2003.44,2023-08-02,Current,0,0.83,0
1112,679.0,55394.0,12,WA,Business,9679.99,2023-01-20,Current,0,0.91,0
1113,683.0,29601.0,24,MI,Business,4645.35,2023-12-24,Current,0,0.66,0
1114,803.0,15958.0,24,WA,Individual,5505.79,2023-08-18,Current,0,0.4,0
1115,670.0,28658.0,6,MI,Family,3616.14,2023-03-05,Current,0,0.48,0
1116,695.0,35194.0,12,WA,Business,5979.92,2023-02-05,Current,0,0.97,0
1117,678.0,46734.0,12,FL,Business,6920.12,2023-07-30,Current,0,0.89,0
1118,622.0,24105.0,24,IL,Individual,5599.59,2023-06-20,Current,0,0.52,0
1119,737.0,14176.0,6,NC,Individual,8481.72,2023-01-26,Current,0,0.95,1
1120,718.0,38168.0,36,CA,Business,4346.51,2023-09-20,Current,0,0.84,0
1121,720.0,16194.0,12,WA,Family,4474.24,2023-10-17,Current,0,0.91,0
1122,635.0,25638.0,12,NY,Individual,5462.81,2023-06-13,Current,0,0.71,0
1123,750.0,27424.0,12,WA,Individual,5929.92,2023-03-03,Current,0,0.87,0
1124,610.0,29304.0,6,FL,Individual,5455.89,2023-03-27,Current,0,0.9,0
1125,709.0,36892.0,24,CA,Family,2431.17,2023-03-14,Current,0,0.18,0
1126,790.0,23164.0,36,WA,Individual,5625.03,2023-03-01,Current,0,0.97,1
1127,630.0,27263.0,12,MI,Family,4251.65,2023-11-16,Current,0,0.4,0
1128,652.0,29857.0,36,CA,Business,3838.05,2023-06-27,Current,0,0.5,0
1129,685.0,31496.0,24,NY,Individual,5064.96,2023-02-21,Current,0,0.81,0
1130,655.0,30978.0,12,TX,Family,3076.95,2023-05-25,Current,0,0.7,0
1131,602.0,34360.0,24,MI,Individual,2729.22,2023-11-12,Current,0,0.9,0
1132,683.0,38438.0,12,CA,Business,1000.0,2023-03-18,Current,0,0.46,0
1133,627.0,33926.0,12,IL,Individual,8494.47,2023-04-29,Default,1,0.44,0
1134,704.0,34536.0,6,WA,Business,6111.46,2023-07-28,Current,0,0.13,0
1135,634.0,14178.0,24,MI,Family,4766.47,2023-07-01,Current,0,0.52,0
1136,757.0,30502.0,6,FL,Business,3665.55,2023-05-18,Current,0,0.75,0
1137,641.0,34795.0,24,IL,Family,1000.0,2023-05-05,Current,0,0.37,0
1138,664.0,37289.0,24,NC,Individual,3542.94,2023-06-02,Current,0,0.52,0
1139,721.0,23076.0,12,NC,Family,6431.73,2023-01-18,Current,0,0.3,0
1140,618.0,23410.0,12,IL,Business,6884.35,2023-03-05,Current,0,0.8,1
1141,691.0,24259.0,12,FL,Family,6284.58,2023-08-24,Current,0,0.15,0
1142,745.0,35364.0,12,FL,Individual,5316.78,2023-03-20,Current,0,0.73,0
1143,600.0,40339.0,12,NC,Family,7607.75,2023-02-28,Current,0,0.44,0
1144,689.0,25925.0,12,FL,Business,4342.93,2023-09-08,Current,0,0.14,0
1145,693.0,39080.0,12,IL,Business,7170.38,2023-11-10,Current,0,0.87,0
1146,719.0,31235.0,6,CA,Individual,4230.84,2023-03-02,Current,0,0.54,0
1147,618.0,28757.0,6,FL,Family,3237.72,2023-04-28,Current,0,0.64,0
1148,614.0,27886.0,6,TX,Business,2988.57,2023-03-20,Current,0,0.76,1
1149,706.0,37466.0,24,IL,Individual,2871.01,2023-08-25,Current,0,0.69,0
1150,695.0,33256.0,36,IL,Family,6318.14,2023-11-23,Current,0,0.76,0
1151,693.0,52758.0,12,IL,Business,3514.51,2023-06-20,Current,0,0.79,0
1152,697.0,21478.0,12,NY,Individual,2933.94,2023-09-01,Current,0,0.63,0
1153,646.0,35181.0,6,CA,Family,6427.47,2023-07-27,Default,1,0.43,0
1154,692.0,24708.0,12,CA,Family,5655.94,2023-12-10,Current,0,0.32,0
1155,695.0,21307.0,6,FL,Family,6925.18,2023-03-28,Current,0,0.91,0
1156,644.0,29891.0,24,IL,Individual,6025.2,2023-05-19,Current,0,0.97,0
1157,773.0,31374.0,36,MI,Business,3493.78,2023-03-29,Current,0,0.42,0
1158,704.0,59182.0,6,IL,Business,5152.2,2023-05-13,Current,0,0.2,0
1159,620.0,28159.0,24,FL,Business,5250.27,2023-02-08,Current,0,0.3,0
1160,713.0,18698.0,6,CA,Individual,3161.68,2023-06-25,Current,0,0.7,0
1161,631.0,32730.0,12,NC,Family,2790.75,2023-03-21,Current,0,0.26,1
1162,719.0,9254.0,6,FL,Family,3638.56,2023-01-20,Current,0,0.8,1
1163,738.0,29080.0,12,NC,Business,9073.16,2023-08-09,Current,0,0.93,0
1164,639.0,30160.0,6,FL,Family,4174.51,2023-12-03,Current,0,0.97,0
1165,728.0,37946.0,12,FL,Individual,7465.73,2023-10-02,Current,0,0.11,0
1166,701.0,39736.0,12,FL,Family,4062.68,2023-07-07,Current,0,0.96,0
1167,721.0,24964.0,12,FL,Individual,6777.68,2023-06-03,Current,0,0.77,0
1168,775.0,28494.0,24,WA,Family,6804.98,2023-05-23,Current,0,0.18,0
1169,668.0,22339.0,36,WA,Individual,6905.18,2023-09-08,Current,0,0.47,0
1170,642.0,18719.0,12,IL,Business,5775.65,2023-07-31,Current,0,0.73,0
1171,636.0,33099.0,6,IL,Family,7754.73,2023-05-29,Current,0,0.96,0
1172,639.0,17264.0,12,MI,Individual,5756.71,2023-06-24,Current,0,0.25,0
1173,676.0,25854.0,24,MI,Individual,8427.06,2023-06-21,Current,0,0.21,0
1174,697.0,20048.0,12,WA,Business,1760.16,2023-05-14,Current,0,0.53,0
1175,694.0,35497.0,12,CA,Family,5696.57,2023-04-26,Current,0,0.97,0
1176,721.0,48014.0,6,NY,Business,5566.65,2023-12-23,Current,0,0.97,0
1177,681.0,16984.0,12,CA,Individual,3126.96,2023-07-22,Current,0,0.31,0
1178,753.0,11470.0,12,MI,Family,6159.17,2023-10-22,Current,0,0.39,0
1179,667.0,28751.0,36,IL,Family,2019.83,2023-05-26,Current,0,0.92,0
1180,816.0,30157.0,24,WA,Business,3691.63,2023-08-26,Current,0,0.76,1
1181,711.0,32187.0,6,CA,Individual,1001.82,2023-08-16,Current,0,0.98,1
1182,637.0,25537.0,12,NY,Family,8117.25,2023-09-12,Current,0,0.9,0
1183,626.0,27994.0,12,NC,Business,4536.9,2023-10-19,Default,1,0.29,0
1184,704.0,33675.0,12,FL,Family,9333.77,2023-06-05,Current,0,0.78,0
1185,669.0,40404.0,24,TX,Business,6605.9,2023-12-05,Current,0,0.14,0
1186,716.0,10450.0,12,WA,Family,5896.2,2023-12-16,Current,0,0.84,0
1187,704.0,26311.0,12,WA,Individual,3827.54,2023-08-31,Current,0,0.64,0
1188,676.0,32138.0,12,NY,Individual,2907.3,2023-07-26,Current,0,0.96,0
1189,638.0,20820.0,24,FL,Family,6045.94,2023-09-11,Current,0,0.96,0
1190,604.0,47312.0,24,FL,Individual,4856.97,2023-09-15,Current,0,0.15,1
1191,658.0,23646.0,12,TX,Family,2321.46,2023-03-14,Current,0,0.24,0
1192,723.0,29587.0,12,NC,Business,1966.28,2023-02-04,Current,0,0.54,0
1193,691.0,35560.0,12,FL,Individual,3082.59,2023-05-09,Current,0,0.89,0
1194,618.0,24087.0,36,NC,Family,8641.93,2023-07-07,Current,0,0.83,0
1195,689.0,11534.0,12,NY,Family,9426.56,2023-11-15,Current,0,0.97,0
1196,699.0,25713.0,12,NC,Individual,5409.98,2023-04-05,Current,0,0.66,1
1197,636.0,40294.0,12,IL,Business,5297.89,2023-08-08,Current,0,0.33,0
1198,688.0,26631.0,24,FL,Individual,4327.36,2023-10-28,Current,0,0.12,0
1199,683.0,21536.0,12,IL,Individual,3131.03,2023-05-05,Current,0,0.3,1
1200,623.0,39257.0,6,MI,Family,7750.36,2023-07-04,Current,0,0.71,0
1201,698.0,26692.0,12,MI,Business,8747.15,2023-02-06,Current,0,0.93,0
1202,708.0,24898.0,24,IL,Family,3213.16,2023-09-20,Current,0,0.39,0
1203,734.0,31495.0,24,NY,Business,4834.32,2023-04-20,Current,0,0.89,0
1204,733.0,37708.0,24,WA,Family,4100.27,2023-06-27,Current,0,0.46,0
1205,611.0,53817.0,12,WA,Individual,4159.52,2023-05-22,Current,0,0.38,0
1206,633.0,38272.0,6,WA,Family,7371.82,2023-05-14,Current,0,0.56,0
1207,706.0,41598.0,36,CA,Family,2376.08,2023-05-29,Current,0,0.5,0
1208,706.0,24940.0,12,WA,Family,5932.94,2023-10-15,Current,0,0.92,1
1209,706.0,19741.0,24,NY,Family,6456.48,2023-09-15,Current,0,0.52,0
1210,850.0,30623.0,24,TX,Individual,4715.7,2023-02-08,Current,0,0.35,0
1211,709.0,31072.0,12,MI,Family,6786.14,2023-11-01,Current,0,0.86,0
1212,737.0,19215.0,12,FL,Individual,5295.3,2023-10-10,Current,0,1.0,0
1213,728.0,28247.0,24,WA,Family,7434.26,2023-11-08,Current,0,0.68,0
1214,713.0,33993.0,24,CA,Family,1955.59,2023-01-14,Current,0,0.33,0
1215,664.0,33604.0,12,MI,Business,4302.45,2023-12-25,Current,0,0.31,0
1216,718.0,35043.0,12,NC,Family,4856.37,2023-12-27,Current,0,0.15,0
1217,641.0,32910.0,6,MI,Family,1000.0,2023-10-08,Current,0,0.17,0
1218,668.0,24930.0,6,IL,Business,2828.09,2023-02-22,Current,0,0.92,0
1219,656.0,24861.0,12,CA,Individual,3372.8,2023-01-11,Current,0,0.19,0
1220,684.0,18010.0,12,NY,Family,6896.41,2023-06-12,Current,0,0.54,0
1221,796.0,47848.0,36,TX,Individual,3586.31,2023-07-02,Current,0,0.73,0
1222,587.0,30135.0,24,WA,Business,3363.84,2023-07-05,Current,0,0.87,1
1223,714.0,27751.0,24,WA,Family,6634.97,2023-02-06,Current,0,0.25,0
1224,599.0,20712.0,12,CA,Business,1764.18,2023-01-09,Current,0,0.49,1
1225,656.0,59357.0,6,NC,Business,1000.0,2023-01-28,Current,0,0.33,0
1226,734.0,19267.0,36,NY,Individual,4276.82,2023-11-07,Current,0,0.33,0
1227,683.0,25712.0,12,CA,Business,2104.59,2023-06-23,Current,0,0.37,0
1228,626.0,34158.0,6,CA,Family,2180.64,2023-05-07,Current,0,0.63,1
1229,644.0,36002.0,12,TX,Business,6146.87,2023-03-11,Current,0,0.11,0
1230,714.0,39579.0,24,NY,Family,6751.95,2023-10-10,Current,0,0.47,0
1231,643.0,48076.0,24,TX,Individual,6577.73,2023-09-23,Current,0,0.27,0
1232,691.0,35062.0,6,NY,Family,7217.55,2023-05-31,Current,0,0.97,0
1233,682.0,19440.0,24,WA,Individual,7482.27,2023-05-29,Current,0,0.62,0
1234,647.0,27431.0,12,FL,Family,1000.0,2023-08-06,Current,0,0.88,0
1235,787.0,33078.0,6,IL,Individual,5900.82,2023-05-06,Current,0,0.28,0
1236,712.0,50682.0,24,FL,Individual,3940.78,2023-01-03,Current,0,0.83,0
1237,579.0,16022.0,24,NC,Family,3505.15,2023-07-06,Current,0,0.47,0
1238,689.0,42026.0,12,NC,Family,6120.83,2023-02-12,Current,0,0.26,0
1239,647.0,31799.0,12,MI,Individual,1539.41,2023-04-09,Current,0,0.79,0
1240,723.0,38378.0,24,NY,Family,1497.78,2023-09-20,Current,0,0.79,0
1241,640.0,28980.0,24,FL,Individual,6267.15,2023-07-09,Current,0,1.0,0
1242,674.0,21576.0,24,CA,Family,5975.57,2023-02-11,Current,0,0.8,0
1243,705.0,37509.0,12,WA,Business,5273.47,2023-04-07,Current,0,0.23,0
1244,723.0,36544.0,36,NC,Individual,3240.17,2023-09-17,Current,0,0.39,0
1245,620.0,39721.0,36,IL,Family,6487.66,2023-08-06,Current,0,0.51,0
1246,663.0,29867.0,6,IL,Family,6360.61,2023-05-16,Current,0,0.21,0
1247,656.0,24002.0,24,MI,Family,5170.61,2023-12-06,Current,0,0.81,0
1248,647.0,14412.0,12,IL,Business,2645.36,2023-05-25,Current,0,0.57,0
1249,768.0,38194.0,12,WA,Individual,4149.5,2023-01-05,Current,0,0.95,0
1250,700.0,34239.0,24,FL,Individual,6675.67,2023-05-16,Current,0,0.63,0
1251,617.0,20342.0,6,IL,Individual,7654.38,2023-01-07,Current,0,0.57,0
1252,726.0,24614.0,12,NC,Family,4346.93,2023-02-06,Current,0,0.16,0
1253,786.0,25332.0,24,IL,Family,4500.65,2023-11-07,Current,0,0.23,1
1254,732.0,15170.0,12,NY,Individual,4676.62,2023-03-08,Current,0,0.86,0
1255,604.0,21823.0,12,CA,Family,5549.79,2023-11-21,Current,0,0.99,0
1256,656.0,18662.0,36,NY,Family,3837.87,2023-01-05,Current,0,0.47,1
1257,743.0,25875.0,12,FL,Individual,1000.0,2023-09-30,Current,0,0.83,0
1258,645.0,22613.0,12,WA,Family,7385.54,2023-02-27,Current,0,0.66,0
1259,702.0,13730.0,12,WA,Family,8589.38,2023-06-04,Current,0,0.96,0
1260,719.0,50226.0,12,NY,Business,3775.2,2023-12-26,Current,0,0.31,0
1261,634.0,42525.0,24,TX,Business,2866.69,2023-04-23,Current,0,0.59,0
1262,677.0,22210.0,24,NY,Business,4725.8,2023-04-02,Default,1,0.47,1
1263,518.0,32724.0,12,NC,Individual,4624.99,2023-11-20,Current,0,0.59,0
1264,629.0,34175.0,24,TX,Family,6991.04,2023-09-01,Current,0,0.34,0
1265,667.0,41911.0,12,MI,Family,5109.28,2023-10-11,Current,0,0.55,0
1266,618.0,21814.0,12,NY,Individual,3414.75,2023-03-30,Current,0,0.66,0
1267,762.0,40921.0,24,TX,Family,2363.18,2023-06-27,Current,0,0.17,0
1268,608.0,24521.0,24,TX,Family,6731.27,2023-08-16,Current,0,0.77,1
1269,658.0,16641.0,12,IL,Business,6199.02,2023-12-28,Default,1,0.74,0
1270,687.0,37241.0,6,MI,Individual,7121.12,2023-03-08,Current,0,0.89,0
1271,752.0,42908.0,6,IL,Business,3063.63,2023-05-02,Current,0,0.48,0
1272,608.0,55879.0,12,TX,Business,8676.87,2023-06-08,Current,0,0.16,0
1273,738.0,18003.0,12,TX,Business,1512.61,2023-12-23,Default,1,0.52,0
1274,681.0,36989.0,24,CA,Business,6419.2,2023-09-25,Current,0,0.22,0
1275,631.0,25902.0,6,NC,Business,1180.83,2023-07-02,Current,0,0.68,0
1276,703.0,37834.0,24,TX,Family,3419.34,2023-12-23,Current,0,0.14,0
1277,690.0,15295.0,12,NC,Business,8122.05,2023-01-04,Current,0,0.44,0
1278,650.0,17372.0,12,IL,Family,6662.73,2023-05-01,Current,0,0.17,0
1279,683.0,22241.0,12,TX,Business,3907.56,2023-08-18,Current,0,0.1,0
1280,661.0,30790.0,12,WA,Business,3962.33,2023-10-25,Current,0,0.96,0
1281,686.0,23589.0,24,CA,Family,5201.24,2023-08-07,Current,0,1.0,0
1282,713.0,36591.0,6,TX,Individual,6028.28,2023-07-01,Current,0,0.6,1
1283,759.0,40269.0,12,IL,Individual,7503.16,2023-10-05,Current,0,0.32,0
1284,618.0,35996.0,24,IL,Individual,4087.53,2023-09-14,Current,0,0.92,0
1285,787.0,46188.0,24,FL,Family,1776.43,2023-10-31,Current,0,0.93,0
1286,582.0,34158.0,12,IL,Family,5313.94,2023-02-12,Current,0,0.87,1
1287,672.0,17831.0,12,NC,Family,4085.14,2023-12-24,Current,0,0.59,0
1288,709.0,43634.0,24,CA,Family,2398.73,2023-01-18,Current,0,0.17,0
1289,694.0,23948.0,36,NC,Business,5595.34,2023-07-17,Current,0,0.18,0
1290,649.0,39104.0,24,IL,Family,4573.77,2023-06-26,Current,0,0.91,1
1291,670.0,45737.0,12,WA,Family,5613.02,2023-03-17,Current,0,0.89,0
1292,655.0,34567.0,36,NY,Family,3211.11,2023-06-30,Current,0,0.49,0
1293,651.0,15038.0,6,WA,Family,5973.42,2023-05-30,Current,0,0.4,0
1294,722.0,20818.0,6,MI,Business,2365.8,2023-03-23,Current,0,0.68,0
1295,698.0,43227.0,24,NC,Family,3344.54,2023-01-10,Current,0,0.83,0
1296,645.0,28309.0,6,WA,Business,4514.17,2023-10-07,Current,0,0.76,0
1297,725.0,30796.0,6,CA,Individual,8483.64,2023-07-31,Current,0,0.65,0
1298,695.0,37588.0,12,CA,Business,6569.65,2023-05-20,Current,0,0.31,0
1299,721.0,36963.0,12,FL,Business,7154.39,2023-09-17,Current,0,0.34,0
1300,711.0,32788.0,24,IL,Individual,7834.15,2023-08-16,Current,0,0.75,0
1301,639.0,27913.0,24,FL,Family,12205.66,2023-12-02,Current,0,0.82,0
1302,652.0,26873.0,12,CA,Business,5083.18,2023-01-05,Current,0,0.2,0
1303,717.0,38579.0,12,IL,Family,7840.8,2023-03-24,Current,0,0.27,0
1304,711.0,35536.0,36,CA,Business,7025.27,2023-01-06,Current,0,0.71,0
1305,679.0,27427.0,24,CA,Business,6992.07,2023-06-01,Current,0,0.45,0
1306,686.0,40821.0,12,NY,Business,8548.48,2023-08-11,Current,0,0.61,0
1307,744.0,28710.0,36,WA,Family,4161.37,2023-06-30,Default,1,0.65,0
1308,650.0,21483.0,24,FL,Individual,4002.63,2023-09-20,Current,0,0.8,0
1309,707.0,22410.0,6,NC,Family,5639.53,2023-09-23,Current,0,0.83,0
1310,670.0,20213.0,6,FL,Family,4634.6,2023-06-16,Current,0,0.35,0
1311,669.0,27276.0,6,TX,Business,5637.0,2023-03-19,Current,0,0.59,1
1312,735.0,42337.0,24,MI,Family,8125.5,2023-02-11,Current,0,0.21,1
1313,721.0,21949.0,6,NY,Individual,4043.71,2023-03-03,Default,1,0.86,1
1314,721.0,31885.0,12,CA,Business,4390.64,2023-10-05,Current,0,0.86,0
1315,745.0,23433.0,6,CA,Individual,5348.62,2023-11-09,Current,0,0.37,1
1316,681.0,27397.0,36,NY,Family,4543.36,2023-12-18,Current,0,0.24,0
1317,714.0,14900.0,12,IL,Individual,1171.99,2023-01-31,Current,0,0.16,1
1318,664.0,27795.0,36,FL,Family,3839.74,2023-01-04,Current,0,0.62,0
1319,696.0,28063.0,36,CA,Family,6374.75,2023-04-19,Current,0,0.18,0
1320,673.0,35403.0,6,MI,Individual,7875.09,2023-04-03,Current,0,0.71,0
